text,labels,domain,source
"The Cost of Cancer Drugs and Research In their Intellectual property case, the pharmaceutical company Novartis was asking to block a generic form of their cancer drug Gleevec from being created and sold by India. As a writer and also a person living with chronic myelogenous leukemia, I understand both sides of the battle.",,Wellness,huffpost
"The Accidental Vegetarian I'm not a bandwagon jumper, and certainly vegetariasm isn't something new. Nor do I believe it scores you points with the universe. But I did believe this change in our meals would have multiple benefits.",,Wellness,huffpost
"Getting to Your Goal vs. Making a Comeback Getting to your goal is going toward where you want to be, and making a comeback is going back to where you were before. Getting to a goal is a challenge that takes discipline, willpower and dedication. But making a comeback is even harder.",,Wellness,huffpost
"Multiple Sclerosis Annette Funicello, Former Mouseketeer, Dies From Complications Of The Disease She's on her toes dancing in heaven. No more MS, her daughter, Gina Gilardi, told Extra, as reported by People magazine",,Wellness,huffpost
"McDonald's Cozies Up To Congress To Preserve Tax Breaks WASHINGTON Restaurant chains like McDonald s want to keep their lucrative tax credit for hiring veterans. Altria, the tobacco",,Business,huffpost
"The Economics of Cancer Learning From India About Innovation But what if you want to incentivize investment in bold new drugs instead of me-too drugs? What if you want to encourage research into new areas that tangibly improve people's health? Then maybe, like India, you would only grant patents when that higher standard is met.",,Wellness,huffpost
"Celiac Disease and Drug Labeling Is Your Medication Gluten-Free? To be certain a drug does not contain gluten patients with CD, non-celiac gluten sensitivities, or wheat allergies must make multiple phone calls, perform Internet searches, and or have the pharmacist review the package insert with them.",,Wellness,huffpost
"David Stockman, Ex-Reagan Budget Director George W. Bush's Policies Bankrupt The Country A former adviser of Ronald Reagan has some choice words for George W. Bush. Stockman, also a former Republican congressman",,Business,huffpost
"Comet ISON PHOTO Captured By NASA Spacecraft On Oct. 1, the comet will pass within 6.7 million miles 10.8 million km of Mars, and may be spotted by orbiters around",,Science,huffpost
"Yoga Poses For Beginners 8 Moves For New Yogis More from Everyday Health Walk Your Way To Fitness Staying Active At Any Age Your Diet, Your Health 8 Yoga Poses For Beginners",,Wellness,huffpost
"Tecfidera, Oral Multiple Sclerosis Drug, Approved By FDA That's an excellent label, said Yee. I expect the drug to meet consensus of 300 million this year, and over five years",,Wellness,huffpost
"Got MS? Focus on What You Can Do, Not on What You Can't A week after returning from a snowboarding trip, Emmy-award-winning talk show host Montel William recalls how, 15 years ago, a doctor not only diagnosed Williams with multiple sclerosis MS but also advised Williams that he would be confined to a wheelchair within four years.",,Wellness,huffpost
"Fearlessly Facing Your Tax Season Angst Paying taxes forces people to review earnings and expenses and can highlight their money woes. It can also lead to a feeling of powerlessness. No one likes to be told what to do, especially when it comes to their hard-earned money.",,Wellness,huffpost
"Cyprus President Nicos Anastasiades Threatened To Resign, Source Says Cyprus nearing Monday deadline to seal EU bailout PARLIAMENT It was far from certain that a majority of lawmakers would",,Business,huffpost
"Thoughts About SXSW Companies that don't have active social media accounts and multiple representatives at SXSW are now the exception than the rule. While this is a great thing, I do worry that too many companies focus more on how to use social media to sell product than as a tool to embrace their communities in a true two-way fashion.",,Tech,huffpost
"How to Keep Sane in a World That Seems Crazy We define what is sane and what is crazy based on our standards, and if we don't set them on what we believe is sound and healthy, then we get things like cloned beef and genetically modified food.",,Wellness,huffpost
"Heart Drugs Too Many Medication Types Are Compromising Health, Doctors Say Beta-blockers are absolutely necessary for some patients, said Dr. Sripal Bangalore, a cardiologist at New York University",,Wellness,huffpost
"5 Factors to Consider Before Popping a Pill Medications can be lifesaving and life-improving, but they often come with risks and side effects. Many people don't know how well their kidneys are functioning, so they don't realize that they may need to make modifications to their treatment regimen.",,Wellness,huffpost
"Even Yogis Can Be Green on St. Patrick's Day Those of us on the path may be pursuing a state of peace, but we can often feel dour and uptight about the supposed differences between our party-loving friends and ourselves. This year, consider using the holidays as a way to not take such pursuits so seriously.",,Wellness,huffpost
"Ron Finley, Gangster Gardener Delivers TED Lecture On Neighborhood Gardens And Health VIDEO Even though Finley used a small plot of land -- about 10 feet wide, 150 feet long according to the Los Angeles Times -- the",,Wellness,huffpost
"Fighting Tobacco Marketing And Boosting Vaccinations Key To Curbing Cancer, Report Says LONDON, March 6 Reuters - Fighting the tobacco industry's tactics in the world's poorest countries and ensuring the best",,Wellness,huffpost
"Your Group Fitness Checklist I am a big believer in the power of group fitness. Whether it's the energy of hundreds of yogis sweating together at an outdoor festival or a group of 40 spinners rocking out to Kanye remixes, group fitness inspires healthy camaraderie and shines a bright light on the world of wellness.",,Wellness,huffpost
GPS Guide Don Miguel Ruiz's 16 Inspirational Principles From 'The Four Agreements' The stress and strain of constantly being connected can sometimes take your life -- and your well-being -- off course. GPS,,Wellness,huffpost
"Massage Could Ease Multiple Sclerosis Symptoms If you have MS and you want to try massage therapy, you should know that it is not a substitute for other types of physical",,Wellness,huffpost
"National Day of Unplugging Time to Step Away From Social Media If nothing else, the National Day of Unplugging raises awareness about our reliance on technology. It serves as a reminder to take a step back now and then and re-evaluate our relationship with social media. Is it healthy or is it an addiction that we need to address?",,Wellness,huffpost
"Life Lessons From My Yogi Yoga means something different to every student. Ask 10 yogis what drew them to their mat, and you'll get 10 answers many",,Wellness,huffpost
The Authentic Yogini I always need the lessons I teach. Mindy smiles. Drawing from her studies in Sanskrit and the timeless wisdom of the dharma,,Wellness,huffpost
"Mercury Map Created Using NASA Spacecraft Photos Shows Planet In False Color HD VIDEO During its two years orbiting Mercury, the Messenger spacecraft is expected to snap more than 168,000 photos of the planet",,Science,huffpost
"Bitter Pill Why Medical Bills Are Killing Us When Sean Recchi, a 42-year-old from Lancaster, Ohio, was told last March that he had non-Hodgkin's lymphoma, his wife Stephanie",,Wellness,huffpost
Foreclosure Horror Story Man Loses Home After Wells Fargo Allegedly Denies Mortgage Modification A few days later he received a letter stating that his modification had been denied. The Wells Fargo representative he spoke,,Business,huffpost
"Midwest Snow Storm 2013 Kansas, Missouri Blanketed In Snow PHOTOS Heavy snows swept across the Midwest on Thursday, closing schools and grounding flights in multiple states. Some parts of",,Environment,huffpost
"The Food Pushers in Your Life Losing weight is torture enough without having to deal with negotiations about forbidden food. And with weight loss saboteurs, if you can spot them, then you can stop their effect on your weight loss efforts.",,Wellness,huffpost
Third Socastee High School Student Hospitalized For Reaction To Unknown Drug Believed To Be Synthetic Marijuana Sergeant Robert Kegler of the Horry County Police told local media outlet The Sun News that two Socastee students were also,,Wellness,huffpost
"On Honesty Thinking unethical thoughts doesn't make you unethical. It makes you feel unethical -- no harm in that. Provided, that is, you get a solid grip on the principle that acting on unethical, or insecure, feelings won't ever make them go away. It makes them come back even stronger.",,Wellness,huffpost
"Robert And Christina Forbes Arrested After Cockroach Found In Son's Ear At Florida School VIDEO Police said the child reeked of cat urine, and wore the same pull-ups to school on multiple occasions. They allege that the",,Crime,huffpost
Why Are We So Horrified Over Horse Meat? We as a culture seem to have decided arbitrarily that we are comfortable making dogs and cats our pets and comfortable making pigs and fish our dinner.,,Environment,huffpost
GPS Guide Caroline Myss Shares 14 Principles Of Happiness GPS Guides are our way of showing you what has relieved others' stress in the hopes that you will be able to identify solutions,,Wellness,huffpost
"Gerald Green 2013 Dunk Contest Video 2007 Champ With Off-The-Backboard, Double Clutch Slam Here are the rest of the dunks from the 2013 NBA Slam Dunk Contest After his Indiana Pacers teammate Lance Stephenson bounced",,Sports,huffpost
"Bloody Cricket Bat Found At Oscar Pistorius' Home REPORT After Pistorius appeared in court on Friday, his family and management issued a statement saying the alleged murder is disputed",,Sports,huffpost
"Fishermen and Chefs United Keep Catch Shares On The Table Recently, some in Congress have attempted to take catch shares off the table for fishery managers, limiting regional councils' ability to make the best decision for their fishermen.",,Environment,huffpost
"Oscar Pistorius, Reeva Steenkamp Were Planning Future Together, Says Uncle Of Olympic Star South African state broadcaster SABC will on Saturday evening air the first episode of a tropical island reality show featuring",,Sports,huffpost
"Is Yoga Our GPS to the Soul? Yoga just might be our GPS for the soul. Yoga, the science of physical, mental and spiritual self-transformation is an ancient discipline that seeks union between the individual consciousness and the universal consciousness.",,Wellness,huffpost
"Alzheimer's Treatments Could Soon Be Tested In Patients At Earlier Stage Drug companies have been working for years to develop so-called disease-modifying drugs, but so far, with little success",,Wellness,huffpost
"Alzheimer's Population Will Triple by 2050 According to the authors of the Neurology study, in 2010, there were 0.7 million people with Alzheimer's between 65 and 74",,Wellness,huffpost
"Listen to Your Heart 5 Danger Signs Not to Ignore The heart may be the main squeeze, but it relies on multiple partners, especially the kidneys. They work together as models of a successful, balanced and healthy relationship.",,Wellness,huffpost
Does the Mind Stop Thinking? I used to be ambitious about meditation -- disciplining myself to sit longer than I felt comfortable. I didn't find that helpful and found useless distractions that were most certainly not helpful.,,Wellness,huffpost
"Proximity To Equator Linked With Allergy, Asthma Risk The association between UVB radiation exposure and asthma risk may be linked to vitamin D, which is thought to modify the",,Wellness,huffpost
"Chris Kyle Dead Author Of 'American Sniper' Shot And Killed At Gun Range Chris Kyle, a former Navy SEAL who wrote the best-selling book American Sniper about his service in Iraq, was shot and killed",,Crime,huffpost
"Space Photos Of The Week NASA's Best Astronomy, Spaceflight Pictures Videos NASA launched another communications satellite into orbit last week, releasing this incredible shot of the Atlas V rocket",,Science,huffpost
"Hot Jupiter Planet May Induce 'Gravity Darkening' Of Own Sun To Cool Off, Astronomers Say Named HAT-P-7, this star has a hot Jupiter a giant planet orbiting close-in artist's conception shown which other scientists",,Science,huffpost
"Obesity Linked With Increased Multiple Sclerosis Risk In Girls Even though pediatric MS remains rare, our study suggests that parents or caregivers of obese teenagers should pay attention",,Wellness,huffpost
From Gypsy Girl to Grounded Yogi I recently got this letter and thought it would be valuable to share my response with everybody. It's applicable to anything you are avoiding hunkering down on.,,Wellness,huffpost
"Honesty of Purest Gold The yogic practice of truthfulness, called asteya, refers to abstention from falsehoods -- either expressed to others or experienced within -- in favor of that which abides by nature's way.",,Wellness,huffpost
Eating This Could Turn Your Gut Into a Living Pesticide Factory A new generation of insect larvae is eating the roots of genetically-engineered corn intended to be resistant to such pests. The failure of Monsanto's genetically-modified Bt corn could be the most serious threat ever to a genetically-modified crop in the U.S.,,Wellness,huffpost
"Krugman 'Right-Wing Intellectuals And Politicians Live In A Bubble' Yes, there has been some liberalization of the criteria if you have multiple interacting conditions or mental illness",,Business,huffpost
"'Backward' Orbit Of Exoplanet Explained By Discovery Of Extra Planet, Nearby Star 9 Exoplanets That Could Host Alien Life Planets Large and Small Populate Our Galaxy Infographic Five Planets Discovered",,Science,huffpost
5 Principles for Moral Leadership Benjamin Franklin wasn't above a little slick PR but he believed that the appearance of integrity would inevitably be undone without the reality in support of it.,,Business,huffpost
"'Sandwich Van' Goes Viral On Twitter After Receptionist Accidentally Sends Sexy Emails To Co-Workers A spokesperson for the company said the couple had chosen to resign from their jobs, even though no disciplinary action had",,Tech,huffpost
"Potential AIDS Cure, Discovered By Australian Medical Researchers, Modifies HIV Protein VIDEO What we've actually done is taken a normal virus protein that the virus needs to grow, and we've changed this protein, so",,Wellness,huffpost
"Doonya, Bollywood-Based Workout, Combines Aerobics With Indian Dance She said the workout can burn 600 calories if done full-out. We always make sure there's a warm up, she explained. Then",,Wellness,huffpost
"Warren Buffett Congress Is The Biggest Problem Facing Obama In His Second Term VIDEO What is right about America just totally dwarfs what s wrong with Washington, Buffett told CBS News in a recent interview",,Business,huffpost
"Self-Discipline Isn't Unlimited Ever wonder why it's easy to call forth self-discipline one moment, but difficult in another? Several years ago, researcher Dr. Roy Baumeister, a professor of psychology at the University of Florida, pondered the same question.",,Wellness,huffpost
"Watching the Waistline in Winter How easy it becomes to pack on the pounds during the cruel months of winter. Fear not... With a little discipline, a little planning, and a firm resolve, you can beat back the wolves of winter weight. All it takes is a few new strategies for exercising and eating right.",,Wellness,huffpost
"Premature Reports of Nails in CAM's Coffin Of Miracles and Money Many unpatentable modalities in the realm of complementary and alternative medicine do not inspire huge and costly trials. We need such trials to know for sure what does and doesn't work. In the absence of them, we need to avoid a rush to judgment.",,Wellness,huffpost
Can Yogi Chai Tea Help Weight Loss? Drinking tea is one of the easiest and most natural ways to lose body fat. Current research reports that green tea catechins can increase fat burning and boost abdominal fat loss.,,Wellness,huffpost
"The Most Extreme Form of Nonviolence The yogic path labels nonviolence as ahimsa. According to this tradition, violence is any act that inflicts harm onto not just other people, but onto oneself.",,Wellness,huffpost
GRAIL Moon VIDEO Shows NASA Craft's Lunar Orbit This is the quite surreal and beautiful timelapse footage taken by Ebb as it skimmed across part of the northern terrain,,Science,huffpost
"Income Tax Could Be Eliminated By Many Republican-Controlled States In an interview with Reuters, Laffer said states with lower income tax burdens outperformed those with higher taxes. SINGLE",,Business,huffpost
"Why Can't I Curb My Cravings? Although curbing cravings can be difficult, particularly if you are already in a pattern of indulging, it is possible to better understand your cravings and make even small changes that have a lasting impact on your willpower.",,Wellness,huffpost
12 Weird Places To Try Yoga Even the most advanced yogi can fall into the rut of a boring routine. Since yoga is such a flexible sport -- you can even,,Wellness,huffpost
"Stories Amongst my friends, being happy isn't enough. Being successful doesn't cut it. Being in a loving relationship is but part of the plan. They want to leave a mark on the world. It is one of the reasons I love them.",,Wellness,huffpost
"FTC's Google Decision Could Spark Patent War By Andrew Longstreth We know in today's world, defendants are getting more aggressive, said Matthew Woods, an antitrust",,Tech,huffpost
AFC Wild Card Preview Baltimore Ravens vs. Indianapolis Colts Ray Lewis' swan song postseason starts off with a battle of the wits against Colts quarterback Andrew Luck. Both players have a tremendous ability to read the opponent's alignments before the snap. Whichever can fool the other most often will give their unit a major advantage.,,Sports,huffpost
"Ravens, Colts Matchup Jacoby Jones vs. Indianapolis Special Teams It should be noted that the Ravens' coverage units have some challenges of their own, what with the Colts having returned",,Sports,huffpost
"Foreclosure Settlement With Major Banks Delayed For Congressional Review WASHINGTON, Jan 5 Reuters - A U.S. congressional oversight panel asked regulators to delay a multibillion dollar mortgage",,Business,huffpost
"GPS Guide meQuilibrium's 10 Principles For Less Stress meQuilibrium offers a breakthrough, personalized stress management solution that helps people cope with today s daily pressures",,Wellness,huffpost
"2013 Your Comeback Year A comeback is possible, but it does take work. Putting into practice these principles will help you overcome your setback.",,Wellness,huffpost
"On the Carbon Pollution Front Lines, There's No Normal Anymore As Congress stumbles through an embarrassing year-end game of fiscal brinkmanship, the world continues its slow burn toward unchartered and dangerous territory.",,Environment,huffpost
"This Political Polarization Is Really Bad for America As the year comes to an end, dysfunctional Congressional politics continues to dominate the headlines, and rightly so. If left to fester, the related inability of Congress to step up to economic responsibilities would risk being associated with more than just sluggish growth or persistently high unemployment. It would also undermine the ability of many citizens to realize the American dream.",,Business,huffpost
"Over the Cliff Not a Happy New Year for Illinois' Environment Past the cliff comes what, the abyss? Wherever the metaphors and rhetoric are headed as the stalemate in Congress continues, here in the real world the stakes are high for our health and the quality of our land, air and water.",,Environment,huffpost
Curbing Car Travel Could Help To Decrease BMI Study Researchers also found that decreasing calorie intake by 100 calories each day is linked with a decrease of 0.16 kilograms,,Wellness,huffpost
"5 Keys for Setting Intentions for 2013 The first thing about setting intentions is that you have to really, really want them to happen. You might be amongst the fortunate whose dreams come true quickly. For most people, however, there are ups and downs along the path. The more you really want your dream, the more likely it is to happen.",,Wellness,huffpost
"The States Doling Out the Best And Worst Benefits With the president and Congress attempting to reach a budget deal in an effort to avoid the fiscal cliff, it is likely they",,Business,huffpost
"The NHL vs. Wal-Mart vs. Congress vs. Progress In a way, the NHL conflict is a classic union dispute the owners make their fortunes off the backs of the players. It's the scale of the thing that upsets me. And in the end they risk losing it all because they alienate the good will of the working class folks who fill the seats.",,Business,huffpost
Degas Dancer An Easy and Effective Open-Hearted Pose This one I like to do in the office in between patients to clear my head and heart. Hardly a day goes by when I don't look for and do this posture at some point to lift my spirits and switch up my proverbial energy.,,Wellness,huffpost
"The Best Karma Yogi in the World Is Santa For Santa is more than just a jolly old guy in a red outfit. A true yogi is someone who displays wisdom and compassion, and Santa is an excellent example. He sees everyone as his family, is always helping others, and he cares about you whether you're naughty or nice.",,Wellness,huffpost
Yogic Time-Out Counting Breath VIDEO Feeling agitated or stressed? Try this counting breath exercise with Larissa Hall Carlson in the video above. Larissa Hall,,Wellness,huffpost
"Today Is the Day Today is the day for immediate action, but it starts inside me, inside you. Like Gandhi said, we must be the change we wish to see in the world.",,Wellness,huffpost
"Squeezing Enlightenment for Everything It's Worth A consistent, daily practice of yogic meditation chips away at the workings of the mind. As we devote ourselves to this practice over time, we empower ourselves to observe our ego as being separate from ourselves. This allows a more natural insight to emerge.",,Wellness,huffpost
"How to Limit Negativity in Your Life By making a conscious decision to live your life with less negativity in it, you become the arbiter of what you let in and what you don't. We always have a choice as to how we want to live our life and what kind of quality we want it to have.",,Wellness,huffpost
Ponatinib Experimental Drug Effective In Curbing Chronic Leukemia In Study Ariad is also testing the drug in newly diagnosed CML patients. Final results from that trial are expected at the end of,,Wellness,huffpost
"Getting Through the Marital Minefield Ask Noah There's nothing wrong with occasional fights between partners. However, relationship issues multiply when fighting becomes the the expected mode of communication. This familiar battling debilitates rather than promotes a couple's bond.",,Wellness,huffpost
Reducing Cancer Risk for Pennies a Day A study published in the Journal of the American Medical Association last month found that taking a multiple vitamin and mineral supplement without iron was associated with an 8 percent reduced cancer risk among men.,,Wellness,huffpost
"The 3 Principle Aspects of the Bodhisattva Path There are said to be three principle aspects of the path to Buddhahood -- renunciation, bodhicitta and wisdom. These are called principle aspects because of the crucial role they play in following the path.",,Wellness,huffpost
"Life After Cancer No one tells you what you're going to feel like as you walk away from the doctor's office to face autonomy for the first time in months or even years. Perhaps if someone had, it wouldn't have taken me so long to get help in the struggle I had self-diagnosed as the harbinger of insanity.",,Wellness,huffpost
"DNA Photo Shows Double Helix For The First Time PHOTOS We've sequenced it, modified it for our food, and built billion-dollar companies on it. But until now, no one has ever seen",,Science,huffpost
"The Origin of Angst How Ancient Herd Instincts Cause Modern Anxiety and Depression The five herd instincts are still there underneath. When they sense that we are not doing what they want, they complain and try to coax us back to that ancient herd. Those complaints are voiced to us through panic anxiety, social anxiety, OCD, atypical depression and melancholic depression.",,Science,huffpost
"USA Internet Blackout Unlikely, Experts Say The fears aren't coming out of nowhere. Members of the U.S. Congress have at times raised the idea of giving the president",,Tech,huffpost
"World AIDS Day 2012 PEPFAR's Blueprint for an AIDS-Free Generation We cannot do it alone, but together we can make an AIDS-free generation a reality. The blueprint is driven by five key principles that are the foundation of PEPFAR's work with partner countries.",,Wellness,huffpost
"An Interview With Bette Calman World Renowned Yogi and Aging Extraordinaire We are honored that our inspiration, Bette Calman, took the time to share her thoughts on yoga, health and quality of life so that we can now pass them along to you.",,Wellness,huffpost
"Largest Chickenpox Outbreak In The U.S. Hits Vigo County In Indiana Vigo County has seen 84 cases of the varicella-zoster virus -- marked by itchy blisters on the body, fever, stomach ache",,Wellness,huffpost
We Tried It Pure Barre This class is not for the faint of heart -- or weak of muscle. There are few modifications offered to make any of the moves less strenuous and participants are encouraged to push themselves to the limit in every class.,,Wellness,huffpost
"Sex, Violence, David Petraues and PSC in Afghanistan For those who work on private military and security contracting issues one longstanding, and still vexing, issue is encapsulated in just three words inherently governmental functions",,Business,huffpost
"Alien Life Unlikely To Survive Around Dying Stars In Shifting Habitable Zones, Study Suggests Life is unlikely to survive on exoplanets that orbit cooling stars such as white dwarfs, a new study suggests. So, even",,Science,huffpost
Restaurants Open On Thanksgiving A Guide To Where You Can Eat Maggiano's is open on Thursday and you can make reservations online at a restaurant near you. The cost is 36.95 per person,,Business,huffpost
"Tycho Brahe Died From Burst Bladder, Not Poisoning, Astronomer's Exhumed Body Shows A film crew has been following the team throughout their investigation, and Danish broadcaster DR TV is set to air a documentary",,Science,huffpost
FBI Fires Shots During Raid Of Maryland Home Of Emory Hughley It's unclear what led them to believe she had a weapon. It's believed that one agent fired multiple times at the teen in,,Crime,huffpost
Timothy Geithner U.S. 'Absolutely' Should Get Rid Of Debt Ceiling Congress and the Obama administration reached an agreement to raise the debt ceiling at the last minute last year. By threatening,,Business,huffpost
"Micky Cheney Hospitalized Because He's Had Hiccups For 10 Days For 39-year-old Micky Cheney, 10 days of hiccups -- which are caused by diaphragm spasms -- prompted him to check himself",,Wellness,huffpost
"12 Yoga Apps To Become A Better Yogi By Giuliana Hazelwood While yoga mats are usually not a friendly place for cell phones, there are a new breed of mobile apps",,Wellness,huffpost
"Watching Your Weight? Beware the Dangers of Unplanned Eating Paying attention to -- and cutting back on -- unplanned eating is really an extension of the principles of mindful eating paying attention to our level of hunger, our surroundings, our enjoyment of food or lack thereof , and how we feel after we eat.",,Wellness,huffpost
"10 Gluten-Free Breakfast Recipes From muffins to frittatas, you'll love these delicious morning options whether or not you have food allergies. Read more",,Wellness,huffpost
"Congress Must Step in to Prevent Another Deadly Meningitis Outbreak Lawmakers will hold the first hearings this week to investigate the deadly outbreak of meningitis in the United States. Those hearings represent a step in the right direction, but Congress must follow up with legislative action -- or run the risk that this outbreak will be followed by others.",,Wellness,huffpost
"5 Ways to Get Over Yourself in Under 5 Minutes It's easy to think that it's other people who are driving you crazy, but in reality, it's your reaction to other people that causes the angst. Sometimes we don't even need other people. We can work ourselves up into a lather over our own messes.",,Wellness,huffpost
Spotify To Raise 100 Million At 3 Billion Valuation WSJ Reporting by Himank Sharma in Bangalore Reuters - Spotify is in the middle of a 100 million financing round that could,,Tech,huffpost
Stop Trying to Get Eight Hours of Sleep Eight hours. This number is spoken like gospel in this country when it comes to sleep. How much sleep do I need? Eight hours. How can I feel like the people in Old Navy ads? Get eight hours. Why did that Spanish nun ruin that fresco? She wasn't sleeping eight hours.,,Wellness,huffpost
"I'd Like to Thank the Academy... Maya Rodale is the author of multiple historical romance novels, as well as the nonfiction book Dangerous Books for Girls",,Wellness,huffpost
Can Vitamins And Supplements Help Multiple Sclerosis? Vitamin B12 promotes red blood cell production and nervous system function. Some people with MS tend to have low levels of,,Wellness,huffpost
"Before Scientific Discovery, There Was Truth The ancient sages of India developed a tradition of personal health and growth that stood the test of time through many centuries of practice and implementation.",,Wellness,huffpost
"Seeking Genetically Modified... Perspective If I lived in California, I would vote for Proposition 37 it makes sense to be informed. But wholesale opposition to genetic modification makes far less sense.",,Wellness,huffpost
"Why Music, Part 4 Music, the Healer Whether we using music as a source of joy and inspiration, a medicine for healing deep wounds, a therapy for physical rehabilitation, or a lifeline for surviving trauma and loss, music is undeniably one of mankind's greatest healing modalities.",,Wellness,huffpost
"How Yoga Helps Multiple Sclerosis Janet Walker, 60, of San Luis Obispo, started doing yoga on the recommendation of her neurologist about a year after she",,Wellness,huffpost
"Self-Sufficient Yogi? As I rested, I thought about what Andrew had said -- how we must take the time to practice self-care -- and how I must allow the effort of being a stubborn, self-sufficient yogi to dissolve into openness and surrender. This work -- on the mat, resting, in a roomful of people -- can ignite profound change.",,Wellness,huffpost
"Move Over, Romney and Obama The Barbi Twins' 'Green Tea Diploradical Party' Speaks for the Real 99 Percent Shane and Sia Barbi, the animal activists and legendary Playboy celebrities, would like us to understand that humans as a species represent the 1 percent, with animals and the environment making up the 99 percent.",,Environment,huffpost
"Yoga Behind Bars Teaching Mindfulness in a Juvenile Detention Facility This week's episode of Urban Yogis gives us a rare look at the inside of a youth detention facility, where one dedicated yoga instructor is busy changing the lives of teenagers within its walls.",,Wellness,huffpost
"Hurricane Sandy Megastorm Government Forecasters Say Projected Storm Surge Is A 'Worst Case Scenario' LIVE UPDATES In this case, seas will be amped up by giant waves and full-moon-powered high tides. That will combine with drenching rains",,Environment,huffpost
"Hurricane Sandy Long Island Braces For Flooding, Power Outages The 62-year-old songwriter has multiple medical complications as a result of having polio in 1954. Pavane, who lives in New",,Environment,huffpost
"Non-Speaking at Times Autistic Provides Insight Into Communication Differences, Part II This is part two of an interview with Paula Durbin-Westby, an at times non-speaking autistic adult who made a YouTube video as an example of what happens when she tries to speak during periods when she cannot.",,Wellness,huffpost
Sleepy Honeybees Have Harder Time Recalling Recent Experiences Born adds that the finding supports the principle that complex memories need some kind of off-line processing--such as sleep,,Wellness,huffpost
GPS Guide Christine Hassler's Soul-Nourishing Principles The stress and strains of our always-connected lives can sometimes take us off course. GPS For The Soul can help you find,,Wellness,huffpost
"Wealthy Presidential Campaign Donors Driving The Election Whiteco Industries - Indiana-based company involved in advertising, construction, entertainment and hotels. Donation 1",,Business,huffpost
"Miami-Florida State Fan Runs On Field During Play VIDEO Generally sports broadcasters ignore fans who run onto the field during games, perhaps hoping not to encourage copycats. However",,Sports,huffpost
"Multivitamins and Multiplication As has likely come to your attention by now, a new study shows that daily multivitamin use is associated with a reduction in the overall rate of cancer. These findings are intriguing and promising, but far from the proverbial slam-dunk.",,Wellness,huffpost
"Bruce Springsteen Concert Review Bruce Springsteen is wealthy. At any time could have said, Thank you, good night, we love you, gone back to his five-star hotel, gotten a massage, and ordered anything he wanted from room service. And he chose to be with us. In the rain.",,Wellness,huffpost
"Genetically-Modified Organisms or GMOs What Are You Really Eating? There is an interesting aspect of the argument over labeling GM products that is centered upon our individual right to guide our own lives and make our own choices. When it comes to the most basic of human needs, the food that we eat should be our choice, and ours alone. There is no place for Big Ag at my dinner table.",,Wellness,huffpost
"Tuberculosis Fewer TB Cases Around The World Last Year, But Drug-Resistance A Worry, WHO Says INDIA AND CHINA New tools to fight TB being developed But the report cited slow progress in identifying cases of drug-resistant",,Wellness,huffpost
"Pain-Free Running, Part 2 Strength You have to be mentally, emotionally and physically tough if you want to reach your goal of training and running for a marathon -- or any race, for that matter. It comes down to the double Ds discipline and durability.",,Wellness,huffpost
Do You Need a Body to Do Yoga? Yoga is certainly a physical practice and can be a great way to work on strength and flexibility. But many seasoned yogis and instructors will tell you that breathing and mindfulness are at the heart of the practice.,,Wellness,huffpost
"New England Compounding Center Needs To Be Investigated To See If It Broke Federal Laws, Edward Markey Says The states reporting cases of meningitis are Tennessee, Michigan, Pennsylvania, New Hampshire, Illinois, Indiana, Minnesota",,Wellness,huffpost
"I Lost Weight Kay Alexander Survived A Health Scare And Lost Almost 140 Pounds How I Lost It In April 2010, with the support of my husband and family, I began exercising and modifying my diet. I started",,Wellness,huffpost
"Meningitis Outbreak 2012 Congress Widens Scrutiny To Regulator The rare fungal form of meningitis has killed 14 people in six states, with the first case reported in Texas on Friday. The",,Wellness,huffpost
"Health Blog Roundup 7 Pilates Moves You Can Do Anywhere, Your New Gym Bag And More When it comes to exercise, every little bit counts. That's why we're loving this nifty chart from FitSugar breaking down",,Wellness,huffpost
"Teenage Yogis Fostering Peace in the Face of Rising Violence Even more impressive than the power of yoga in this story is the fierce resiliency of these teens' spirits. Perhaps yoga and meditation awaken something in the human spirit that was always there, but which we lose sight of or neglect.",,Wellness,huffpost
"Oral Hygiene Habits of the Interesting U.S. Navy SEAL J. Robert DuBois I've worked with foreign forces on their bases where the only water they had was a thread-thin trickle of cold water from a shower head. Needless to say, a shower took a very long time... but we still took them.",,Wellness,huffpost
"I Lost Weight Fabiana Passoni, Two-Time Breast Cancer Survivor And Mother To Triplets, Lost More Than 125 Pounds Breaking Point I delivered the babies each under four pounds , had the cancer removed, went through radiation and beat",,Wellness,huffpost
"One-Year ISS Mission, Prelude To Deep Space Ventures, Scheduled For 2015 The 9 Coolest Mock Space Missions Quiz The Reality of Life in Orbit Building the International Space Station Copyright 2012",,Science,huffpost
"5 Steps to Avoid Burnout It's important to realize that most of us have multiple stressors in our life, and tackling them all at once can be overwhelming and counterproductive. Instead, start with one big stressor or several smaller stressors and test the waters.",,Wellness,huffpost
"Antonio Barbeau, Nathan Paape Murder Great-Grandmother, Get Pizza Cops The two boys took jewelry, loose change and a purse from Olson's home, then stole her car and drove it to get pizza, the",,Crime,huffpost
"How Breast Cancer Made Me a Yogini Here I was, able to reconnect with my body and focus my mind, surrounded by other beautiful breast cancer survivors. The yoga class was fun, restorative, and gentle enough for beginners. I was in a safe place where I felt accepted, supported, and loved. From then on, I was hooked.",,Wellness,huffpost
